discipline,athlete,country,record,date,event,sex,wikipedia,profile,video_name,video_link
CWT,Pelizzari Umberto,IT,80,10/18/1999,WR Attempt - PELIZZARI Umberto,Men,https://en.wikipedia.org/wiki/Umberto_Pelizzari,https://athletes.aidainternational.org/Profile-00000000-0000-0000-0000-0000000000a2,Umberto Pelizzari Constant Weight World Record -80m,https://www.youtube.com/watch?v=BLnKut0-ffg
CWT,Pelizzari Umberto,IT,75,9/13/1997,WR Attempt - PELIZZARI Umberto (CWT),Men,https://en.wikipedia.org/wiki/Umberto_Pelizzari,https://athletes.aidainternational.org/Profile-00000000-0000-0000-0000-0000000000a2,Record del mondo di apnea di Umberto Pelizzari in assetto costante 75m YouTube,https://www.youtube.com/watch?v=HcfH7srnrZ4
CWT,Ravelo Alejandro,CU,73,8/2/1997,WR Attempt - RAVELO Alejandro (CWT),Men,None,https://athletes.aidainternational.org/Profile-00000000-0000-0000-0000-000000000e04,not_found,not_found
CWT,Oliva Michael,FR,72,10/11/1996,WR Attempt - OLIVA Michael (CWT),Men,None,https://athletes.aidainternational.org/Profile-00000000-0000-0000-0000-000000000e03,not_found,not_found
CWT,Pelizzari Umberto,IT,72,9/17/1995,WR Attempt - PELIZZARI Umberto (CWT),Men,https://en.wikipedia.org/wiki/Umberto_Pelizzari,https://athletes.aidainternational.org/Profile-00000000-0000-0000-0000-0000000000a2,not_found,not_found
CNF,Trubridge William,NZ,102,7/21/2016,World Record Attempt - William Trubridge,Men,https://en.wikipedia.org/wiki/William_Trubridge,https://athletes.aidainternational.org/Profile-749ff4c9-7676-43bc-b668-de6d5d66e550,Steinlager CNF World Record Freedive 102m,https://www.youtube.com/watch?v=e_sc7j0XHEk
CNF,Trubridge William,NZ,101,12/16/2010,WR Attempt - TRUBRIDGE William (CNF),Men,https://en.wikipedia.org/wiki/William_Trubridge,https://athletes.aidainternational.org/Profile-749ff4c9-7676-43bc-b668-de6d5d66e550,William Trubridge 101m CNF World Record Freedive,https://www.youtube.com/watch?v=PUcpzf0rbAw
CNF,Trubridge William,NZ,100,12/14/2010,WR Attempt - TRUBRIDGE William (CNF),Men,https://en.wikipedia.org/wiki/William_Trubridge,https://athletes.aidainternational.org/Profile-749ff4c9-7676-43bc-b668-de6d5d66e550,William Trubridge's world record dive to 100m with no fins (CNF),https://www.youtube.com/watch?v=3vCHL9eMW5E
CNF,Trubridge William,NZ,96,11/10/2010,WR Attempt - TRUBRIDGE William (CNF),Men,https://en.wikipedia.org/wiki/William_Trubridge,https://athletes.aidainternational.org/Profile-749ff4c9-7676-43bc-b668-de6d5d66e550,not_found,not_found
CNF,Trubridge William,NZ,95,4/26/2010,Vertical Blue 2010 - the Suunto Dive-Off,Men,https://en.wikipedia.org/wiki/William_Trubridge,https://athletes.aidainternational.org/Profile-749ff4c9-7676-43bc-b668-de6d5d66e550,Unassisted freediving world record - 95m (311 feet). by William Trubridge,https://www.youtube.com/watch?v=6THuHUHJ-m8
CNF,Trubridge William,NZ,92,4/19/2010,Vertical Blue 2010 - the Suunto Dive-Off,Men,https://en.wikipedia.org/wiki/William_Trubridge,https://athletes.aidainternational.org/Profile-749ff4c9-7676-43bc-b668-de6d5d66e550,not_found,not_found
CNF,Trubridge William,NZ,90,12/3/2009,5th AIDA Individual World Championship 2009,Men,https://en.wikipedia.org/wiki/William_Trubridge,https://athletes.aidainternational.org/Profile-749ff4c9-7676-43bc-b668-de6d5d66e550,not_found,not_found
CNF,Trubridge William,NZ,88,4/10/2009,Vertical Blue 2009,Men,https://en.wikipedia.org/wiki/William_Trubridge,https://athletes.aidainternational.org/Profile-749ff4c9-7676-43bc-b668-de6d5d66e550,Freediving World Record no fins 88m (288ft),https://www.youtube.com/watch?v=vF4PN8-2YSk
CNF,Trubridge William,NZ,86,4/10/2008,Vertical Blue 2008,Men,https://en.wikipedia.org/wiki/William_Trubridge,https://athletes.aidainternational.org/Profile-749ff4c9-7676-43bc-b668-de6d5d66e550,not_found,not_found
CNF,Trubridge William,NZ,84,4/4/2008,Vertical Blue 2008,Men,https://en.wikipedia.org/wiki/William_Trubridge,https://athletes.aidainternational.org/Profile-749ff4c9-7676-43bc-b668-de6d5d66e550,not_found,not_found
CNF,Nitsch Herbert,AT,83,10/21/2007,Triple Depth,Men,https://en.wikipedia.org/wiki/Herbert_Nitsch,https://athletes.aidainternational.org/Profile-00000000-0000-0000-0000-000000000006,CNF New world record -83m by Herbert Nitsch in Dahab,https://www.youtube.com/watch?v=BjVqmFBXHFY
CNF,Trubridge William,NZ,82,4/11/2007,WR Attempt - TRUBRIDGE William(CNF),Men,https://en.wikipedia.org/wiki/William_Trubridge,https://athletes.aidainternational.org/Profile-749ff4c9-7676-43bc-b668-de6d5d66e550,World record Unassisted Freediving – 82m,https://www.youtube.com/watch?v=uGy4BUg0_Fw
CNF,Trubridge William,NZ,81,4/9/2007,WR Attempt - TRUBRIDGE William(CNF),Men,https://en.wikipedia.org/wiki/William_Trubridge,https://athletes.aidainternational.org/Profile-749ff4c9-7676-43bc-b668-de6d5d66e550,not_found,not_found
CNF,Stepanek Martin,CZ,80,4/8/2005,"WR Attempt - STEPANEK Martin (CWT, CNF, FIM)",Men,https://en.wikipedia.org/wiki/Martin_%C5%A0t%C4%9Bp%C3%A1nek_(free-diver),https://athletes.aidainternational.org/Profile-00000000-0000-0000-0000-000000000092,not_found,not_found
CNF,Nitsch Herbert,AT,66,9/11/2004,WR Attempt - NITSCH Herbert (CNF),Men,https://en.wikipedia.org/wiki/Herbert_Nitsch,https://athletes.aidainternational.org/Profile-00000000-0000-0000-0000-000000000006,not_found,not_found
CNF,Nitsch Herbert,AT,62,9/11/2004,WR Attempt - NITSCH Herbert (CNF),Men,https://en.wikipedia.org/wiki/Herbert_Nitsch,https://athletes.aidainternational.org/Profile-00000000-0000-0000-0000-000000000006,not_found,not_found
CNF,Severinsen Stig Åvall,DK,61,9/30/2003,WR Attempt - Carlos COSTE and Stig SEVERINSEN (FIM CWT),Men,https://en.wikipedia.org/wiki/Stig_Severinsen,https://athletes.aidainternational.org/Profile-00000000-0000-0000-0000-000000000044,not_found,not_found
CNF,Nitsch Herbert,AT,50,9/5/2003,"WR Attempt - NITSCH Herbert (CWT,CNF, FIM)",Men,https://en.wikipedia.org/wiki/Herbert_Nitsch,https://athletes.aidainternational.org/Profile-00000000-0000-0000-0000-000000000006,not_found,not_found
CNF,Lightfoot Tom,CA,43,5/5/2003,CAFA Western Regional Competition,Men,None,https://athletes.aidainternational.org/Profile-00000000-0000-0000-0000-0000000000a4,not_found,not_found
FIM,Molchanov Alexey,RU,125,7/24/2018,Vertical Blue,Men,https://en.wikipedia.org/wiki/Alexey_Molchanov,https://athletes.aidainternational.org/Profile-2e49e1ad-580c-4b06-a13e-0e36682f2a1f,WATCH Alexey Molchanov set a new WORLD RECORD in Free Immersion 125m,https://www.youtube.com/watch?v=1cCiC7qwCg0
FIM,Trubridge William,NZ,124,5/2/2016,Vertical Blue 2016,Men,https://en.wikipedia.org/wiki/William_Trubridge,https://athletes.aidainternational.org/Profile-749ff4c9-7676-43bc-b668-de6d5d66e550,not_found,not_found
FIM,Trubridge William,NZ,122,4/30/2016,Vertical Blue 2016,Men,https://en.wikipedia.org/wiki/William_Trubridge,https://athletes.aidainternational.org/Profile-749ff4c9-7676-43bc-b668-de6d5d66e550,Vertical Blue 2016 - William Trubridge sets a new World Record,https://www.youtube.com/watch?v=H3BUVH8X5Yw
FIM,Trubridge William,NZ,121,4/10/2011,Vertical Blue 2011,Men,https://en.wikipedia.org/wiki/William_Trubridge,https://athletes.aidainternational.org/Profile-749ff4c9-7676-43bc-b668-de6d5d66e550,"World Record for William Trubridge ""Free Immersion"" -121 m (396,98 ft)",https://www.youtube.com/watch?v=5QZerTPcQ1o
FIM,Nitsch Herbert,AT,120,4/27/2010,Vertical Blue 2010 - the Suunto Dive-Off,Men,https://en.wikipedia.org/wiki/Herbert_Nitsch,https://athletes.aidainternational.org/Profile-00000000-0000-0000-0000-000000000006,Freediver Herbert Nitsch - WR#32 2010 Free Immersion 394 ft (120 m),https://www.youtube.com/watch?v=bibvKlaPp0w
FIM,Nitsch Herbert,AT,114,4/27/2010,Vertical Blue 2010 - the Suunto Dive-Off,Men,https://en.wikipedia.org/wiki/Herbert_Nitsch,https://athletes.aidainternational.org/Profile-00000000-0000-0000-0000-000000000006,114m FIM Freediving world record,https://www.youtube.com/watch?v=CXslHW10eeY
FIM,Trubridge William,NZ,116,4/22/2010,Vertical Blue 2010 - the Suunto Dive-Off,Men,https://en.wikipedia.org/wiki/William_Trubridge,https://athletes.aidainternational.org/Profile-749ff4c9-7676-43bc-b668-de6d5d66e550,not_found,not_found
FIM,Nitsch Herbert,AT,112,12/6/2009,"WR Attempt - NITSCH Herbert(CWT, FIM, VWT, CNF)",Men,https://en.wikipedia.org/wiki/Herbert_Nitsch,https://athletes.aidainternational.org/Profile-00000000-0000-0000-0000-000000000006,Herbert Nitsch 112m Free Immersion World Record,https://www.youtube.com/watch?v=6_m5ngA7sT8
FIM,Nitsch Herbert,AT,109,4/3/2009,Vertical Blue 2009,Men,https://en.wikipedia.org/wiki/Herbert_Nitsch,https://athletes.aidainternational.org/Profile-00000000-0000-0000-0000-000000000006,not_found,not_found
FIM,Trubridge William,NZ,108,4/11/2008,Vertical Blue 2008,Men,https://en.wikipedia.org/wiki/William_Trubridge,https://athletes.aidainternational.org/Profile-749ff4c9-7676-43bc-b668-de6d5d66e550,not_found,not_found
FIM,Trubridge William,NZ,107,4/8/2008,Vertical Blue 2008,Men,https://en.wikipedia.org/wiki/William_Trubridge,https://athletes.aidainternational.org/Profile-749ff4c9-7676-43bc-b668-de6d5d66e550,not_found,not_found
FIM,Stepanek Martin,CZ,106,4/1/2006,WR Attempt - STEPANEK Martin(CNF - CWT -FIM),Men,https://en.wikipedia.org/wiki/Martin_%C5%A0t%C4%9Bp%C3%A1nek_(free-diver),https://athletes.aidainternational.org/Profile-00000000-0000-0000-0000-000000000092,not_found,not_found
FIM,Stepanek Martin,CZ,102,3/23/2004,WR Attempt - STEPANEK Martin (FIM),Men,https://en.wikipedia.org/wiki/Martin_%C5%A0t%C4%9Bp%C3%A1nek_(free-diver),https://athletes.aidainternational.org/Profile-00000000-0000-0000-0000-000000000092,not_found,not_found
FIM,Coste Carlos,VE,101,9/30/2003,WR Attempt - Carlos COSTE and Stig SEVERINSEN (FIM CWT),Men,https://en.wikipedia.org/wiki/Carlos_Coste,https://athletes.aidainternational.org/Profile-00000000-0000-0000-0000-000000000070,not_found,not_found
FIM,Nitsch Herbert,AT,100,9/5/2003,"WR Attempt - NITSCH Herbert (CWT,CNF, FIM)",Men,https://en.wikipedia.org/wiki/Herbert_Nitsch,https://athletes.aidainternational.org/Profile-00000000-0000-0000-0000-000000000006,not_found,not_found
FIM,Coste Carlos,VE,93,12/6/2002,WR Attempt - COSTE Carlos (FIM),Men,https://en.wikipedia.org/wiki/Carlos_Coste,https://athletes.aidainternational.org/Profile-00000000-0000-0000-0000-000000000070,not_found,not_found
FIM,Nitsch Herbert,AT,92,7/27/2002,WR Attempt - NITSCH Herbert (FIM),Men,https://en.wikipedia.org/wiki/Herbert_Nitsch,https://athletes.aidainternational.org/Profile-00000000-0000-0000-0000-000000000006,not_found,not_found
FIM,Stepanek Martin,CZ,90,9/8/2001,WR Attempt - STEPANEK Martin (FIM),Men,https://en.wikipedia.org/wiki/Martin_%C5%A0t%C4%9Bp%C3%A1nek_(free-diver),https://athletes.aidainternational.org/Profile-00000000-0000-0000-0000-000000000092,not_found,not_found
FIM,Frolla Pierre,MC,80,8/17/2001,WR Attempt - FROLLA Pierre (FIM),Men,https://en.wikipedia.org/wiki/Pierre_Frolla,https://athletes.aidainternational.org/Profile-00000000-0000-0000-0000-000000000039,not_found,not_found
FIM,Frolla Pierre,MC,73,8/3/2000,WR Attempt - FROLLA Pierre (FIM),Men,https://en.wikipedia.org/wiki/Pierre_Frolla,https://athletes.aidainternational.org/Profile-00000000-0000-0000-0000-000000000039,not_found,not_found
FIM,Frolla Pierre,MC,72,10/3/1999,WR Attempt - FROLLA Pierre (FIM),Men,https://en.wikipedia.org/wiki/Pierre_Frolla,https://athletes.aidainternational.org/Profile-00000000-0000-0000-0000-000000000039,not_found,not_found
CWTB,Molchanov Alexey,RU,113,11/26/2020,AIDA FreedivingWorld Competition,Men,https://en.wikipedia.org/wiki/Alexey_Molchanov,https://athletes.aidainternational.org/Profile-2e49e1ad-580c-4b06-a13e-0e36682f2a1f,Alexey Molchanov's World Record Dive to 113 meters (CWTB),https://www.youtube.com/watch?v=OVDJ2_TvUhQ
CWTB,Molchanov Alexey,RU,110,8/5/2019,AIDA Caribbean Cup 2019,Men,https://en.wikipedia.org/wiki/Alexey_Molchanov,https://athletes.aidainternational.org/Profile-2e49e1ad-580c-4b06-a13e-0e36682f2a1f,not_found,not_found
CWTB,Molchanov Alexey,RU,108,5/21/2019,Russian Open depth Championship 2019,Men,https://en.wikipedia.org/wiki/Alexey_Molchanov,https://athletes.aidainternational.org/Profile-2e49e1ad-580c-4b06-a13e-0e36682f2a1f,not_found,not_found
CWTB,Jerald Arnaud,FR,108,5/20/2019,Russian Open depth Championship 2019,Men,None,https://athletes.aidainternational.org/Profile-9ad1475c-746a-4c94-becb-44f50fd2bd2e,Record du monde / Arnaud Jerald / -108m bipalmes,https://www.youtube.com/watch?v=Igqei1D2Eic
DYN,Solich-Talanda Magdalena,PL,257,10/13/2019,Hydro Dynamic 2019,Women,None,https://athletes.aidainternational.org/Profile-f09db57e-c0bf-4ee1-bc6f-42657b6c2bea,Magdalena Solich-Talanda DYN WR 257m 13.10.2019r,https://www.facebook.com/100063561729178/videos/magdalena-solich-talanda-dyn-wr-257m-13102019r/490733714867643
DYN,Kalska Agnieszka,PL,253,6/21/2019,XVI Polish Freediving Pool Championships,Women,None,https://athletes.aidainternational.org/Profile-00000000-0000-0000-0000-0000000010d3,Agnieszka Kalska new AIDA DYN WR 253m,https://www.youtube.com/watch?v=qOg7ulxCXYA
DYN,Solich-Talanda Magdalena,PL,243,6/29/2018,Individual AIDA Pool World Championships Belgrade 2018,Women,None,https://athletes.aidainternational.org/Profile-f09db57e-c0bf-4ee1-bc6f-42657b6c2bea,"Magdalena Solich-Talanda WR DYN 243m, 29.06.2018 Belgrade",https://www.youtube.com/watch?v=ubYI18GtjPc
DYN,Molchanova Natalia,RU,234,6/21/2013,Individual AIDA pool World Championships,Women,https://en.wikipedia.org/wiki/Natalia_Molchanova,https://athletes.aidainternational.org/Profile-00000000-0000-0000-0000-0000000002e2,Natalia Molchanova world record dynamic freedive,https://www.youtube.com/watch?v=yGMVFn-zrWQ
DYN,Molchanova Natalia,RU,225,4/24/2010,Freediving Moscow Cup 2010,Women,https://en.wikipedia.org/wiki/Natalia_Molchanova,https://athletes.aidainternational.org/Profile-00000000-0000-0000-0000-0000000002e2,not_found,not_found
DYN,Molchanova Natalia,RU,214,10/4/2008,Europe Evolution Cup,Women,https://en.wikipedia.org/wiki/Natalia_Molchanova,https://athletes.aidainternational.org/Profile-00000000-0000-0000-0000-0000000002e2,not_found,not_found
DYN,Molchanova Natalia,RU,214,4/26/2008,AIDA Moscow Cup 2008,Women,https://en.wikipedia.org/wiki/Natalia_Molchanova,https://athletes.aidainternational.org/Profile-00000000-0000-0000-0000-0000000002e2,not_found,not_found
DYN,Molchanova Natalia,RU,205,7/4/2007,AIDA Pool World Championships with Finals,Women,https://en.wikipedia.org/wiki/Natalia_Molchanova,https://athletes.aidainternational.org/Profile-00000000-0000-0000-0000-0000000002e2,not_found,not_found
DYN,Molchanova Natalia,RU,200,4/22/2006,Russian Freediving Championship,Women,https://en.wikipedia.org/wiki/Natalia_Molchanova,https://athletes.aidainternational.org/Profile-00000000-0000-0000-0000-0000000002e2,not_found,not_found
DYN,Molchanova Natalia,RU,178,8/27/2005,1st AIDA Individual Pool World Freediving Championship,Women,https://en.wikipedia.org/wiki/Natalia_Molchanova,https://athletes.aidainternational.org/Profile-00000000-0000-0000-0000-0000000002e2,not_found,not_found
DYN,Molchanova Natalia,RU,172,4/23/2005,Russian Freediving Championship,Women,https://en.wikipedia.org/wiki/Natalia_Molchanova,https://athletes.aidainternational.org/Profile-00000000-0000-0000-0000-0000000002e2,not_found,not_found
DYN,Nordblad Johanna,FI,158,6/14/2004,BIOS Freeology Open Classic 2004,Women,https://en.wikipedia.org/wiki/Johanna_Nordblad,https://athletes.aidainternational.org/Profile-00000000-0000-0000-0000-000000000077,not_found,not_found
DYN,Molchanova Natalia,RU,155,4/24/2004,Moscow Freediver Cup 2004,Women,https://en.wikipedia.org/wiki/Natalia_Molchanova,https://athletes.aidainternational.org/Profile-00000000-0000-0000-0000-0000000002e2,not_found,not_found
DYN,Molchanova Natalia,RU,150,5/29/2003,Sony Freediver Open Classic 2003,Women,https://en.wikipedia.org/wiki/Natalia_Molchanova,https://athletes.aidainternational.org/Profile-00000000-0000-0000-0000-0000000002e2,not_found,not_found
DYN,Desreac Nathalie,FR,150,11/14/1998,WR Attempt - DESREAC Nathalie Brunet (DYN),Women,None,https://athletes.aidainternational.org/Profile-00000000-0000-0000-0000-000000000018,not_found,not_found
DYN,Desreac Nathalie,FR,140,10/7/1998,WR Attempt - DESREAC Nathalie Brunet (DYN),Women,None,https://athletes.aidainternational.org/Profile-00000000-0000-0000-0000-000000000018,not_found,not_found
DYN,Maiorca Rossana,IT,125,3/21/1996,WR Attempt - MAIORCA Rossana (DYN),Women,None,https://athletes.aidainternational.org/Profile-00000000-0000-0000-0000-000000000e06,not_found,not_found
DNF,Solich-Talanda Magdalena,PL,191,7/1/2017,XIV Polish Freediving Pool Championships | XIV Basenowe Mistrzostwa Polski we Freedivingu,Women,None,https://athletes.aidainternational.org/Profile-f09db57e-c0bf-4ee1-bc6f-42657b6c2bea,NEW WORLD RECORD DNF 191 meters - Magdalena Solich-Talanda – Freediving,https://www.youtube.com/watch?v=_HDLLMC4Cto
DNF,Solich-Talanda Magdalena,PL,185,7/1/2016,Pool World Championships 2016,Women,None,https://athletes.aidainternational.org/Profile-f09db57e-c0bf-4ee1-bc6f-42657b6c2bea,Magdalena Solich DNF - 185 World Record,https://www.youtube.com/watch?v=MvsDdwneTT0
DNF,Molchanova Natalia,RU,182,6/21/2013,Individual AIDA pool World Championships,Women,https://en.wikipedia.org/wiki/Natalia_Molchanova,https://athletes.aidainternational.org/Profile-00000000-0000-0000-0000-0000000002e2,Natalia Molchanova freediving world record DNF,https://www.youtube.com/watch?v=B2L0dgd8K0c
DNF,Zubcic Katarina,HR,175,6/21/2013,Individual AIDA pool World Championships,Women,None,https://athletes.aidainternational.org/Profile-00000000-0000-0000-0000-00000000151a,not_found,not_found
DNF,Bourke Amber,AU,164,6/21/2013,Individual AIDA pool World Championships,Women,None,https://athletes.aidainternational.org/Profile-9545dbaa-46ea-4ff6-8d70-23dd0b3b42b7,not_found,not_found
DNF,Bonin Ilaria,IT,163,11/16/2012,Europe Evolution Cup 2012,Women,None,https://athletes.aidainternational.org/Profile-00000000-0000-0000-0000-000000000c92,"Ilaria Bonin 163metres 2'58"" AIDA WR in DNF",https://www.youtube.com/watch?v=wVs05oXj-cU
DNF,Nevatt Kathryn,NZ,163,8/18/2012,New Zealand Indoor Nationals,Women,None,https://athletes.aidainternational.org/Profile-a9846cd8-6635-4d57-9b7c-39765946198e,not_found,not_found
DNF,Molchanova Natalia,RU,160,8/21/2009,5th AIDA Individual Pool World Championship 2009,Women,https://en.wikipedia.org/wiki/Natalia_Molchanova,https://athletes.aidainternational.org/Profile-00000000-0000-0000-0000-0000000002e2,Natalia Molchanova's World Record DNF 160m,https://www.youtube.com/watch?v=jq3G4PaLNB4
DNF,Nevatt Kathryn,NZ,159,8/13/2009,Nordic Deep 2009,Women,None,https://athletes.aidainternational.org/Profile-a9846cd8-6635-4d57-9b7c-39765946198e,not_found,not_found
DNF,Nevatt Kathryn,NZ,152,7/12/2009,"Wellington Winter Champs, Freediving Competition DAY 1",Women,None,https://athletes.aidainternational.org/Profile-a9846cd8-6635-4d57-9b7c-39765946198e,not_found,not_found
DNF,Nevatt Kathryn,NZ,151,8/10/2008,Wellington Winter Champs 2008,Women,None,https://athletes.aidainternational.org/Profile-a9846cd8-6635-4d57-9b7c-39765946198e,Kathryn's world record dynamic without fins 151m,https://www.youtube.com/watch?v=6hnIStqYdA0
DNF,Molchanova Natalia,RU,150,4/26/2008,AIDA Moscow Cup 2008,Women,https://en.wikipedia.org/wiki/Natalia_Molchanova,https://athletes.aidainternational.org/Profile-00000000-0000-0000-0000-0000000002e2,not_found,not_found
DNF,Molchanova Natalia,RU,149,7/4/2007,AIDA Pool World Championships with Finals,Women,https://en.wikipedia.org/wiki/Natalia_Molchanova,https://athletes.aidainternational.org/Profile-00000000-0000-0000-0000-0000000002e2,AIDA World Championships 2007 - DNF Finals (Weman),https://www.youtube.com/watch?v=G70pTI5zvUU
DNF,Molchanova Natalia,RU,131,12/20/2005,WR Attempt - MOLCHANOVA Natalia(DNF),Women,https://en.wikipedia.org/wiki/Natalia_Molchanova,https://athletes.aidainternational.org/Profile-00000000-0000-0000-0000-0000000002e2,APNEA natalia molchanova 131m in japan,https://www.youtube.com/watch?v=uJit8fJOjcY
DNF,Molchanova Natalia,RU,124,8/27/2005,1st AIDA Individual Pool World Freediving Championship,Women,https://en.wikipedia.org/wiki/Natalia_Molchanova,https://athletes.aidainternational.org/Profile-00000000-0000-0000-0000-0000000002e2,not_found,not_found
DNF,Molchanova Natalia,RU,108,4/23/2005,Russian Freediving Championship,Women,https://en.wikipedia.org/wiki/Natalia_Molchanova,https://athletes.aidainternational.org/Profile-00000000-0000-0000-0000-0000000002e2,not_found,not_found
DNF,De Bruyn Renate,NL,104,4/25/2004,Belgium Cup - Round of Huy,Women,None,https://athletes.aidainternational.org/Profile-00000000-0000-0000-0000-0000000001d6,not_found,not_found
DNF,De Bruyn Renate,NL,100,10/10/2003,WR Attempt - DE BRUYN Renate (DNF),Women,None,https://athletes.aidainternational.org/Profile-00000000-0000-0000-0000-0000000001d6,not_found,not_found
DNF,Mendez Karla,VE,84,3/23/2002,Copa UCV 2002,Women,None,https://athletes.aidainternational.org/Profile-ce16d98d-46ce-4b0c-b07f-d10a3cbbf240,not_found,not_found
DNF,Enedahl-Mekki Yamina,SE,79,3/2/2002,Hvidovre Freedivers Club - club championship 2002,Women,https://sv.wikipedia.org/wiki/Yamina_Enedahl,https://athletes.aidainternational.org/Profile-00000000-0000-0000-0000-000000000198,not_found,not_found
DNF,Enedahl-Mekki Yamina,SE,79,2/23/2002,4th Berlin Master Cup,Women,https://sv.wikipedia.org/wiki/Yamina_Enedahl,https://athletes.aidainternational.org/Profile-00000000-0000-0000-0000-000000000198,not_found,not_found
STA,Molchanova Natalia,RU,9:02,6/21/2013,Individual AIDA pool World Championships,Women,https://en.wikipedia.org/wiki/Natalia_Molchanova,https://athletes.aidainternational.org/Profile-00000000-0000-0000-0000-0000000002e2,Natalia Molchanova freediving World record at static apnea (STA) – 9:02,https://www.youtube.com/watch?v=pvXyt60c6qI
STA,Molchanova Natalia,RU,8:23,8/21/2009,5th AIDA Individual Pool World Championship 2009,Women,https://en.wikipedia.org/wiki/Natalia_Molchanova,https://athletes.aidainternational.org/Profile-00000000-0000-0000-0000-0000000002e2,not_found,not_found
STA,Molchanova Natalia,RU,8:00,7/4/2007,AIDA Pool World Championships with Finals,Women,https://en.wikipedia.org/wiki/Natalia_Molchanova,https://athletes.aidainternational.org/Profile-00000000-0000-0000-0000-0000000002e2,not_found,not_found
STA,Molchanova Natalia,RU,7:30,4/22/2006,Russian Freediving Championship,Women,https://en.wikipedia.org/wiki/Natalia_Molchanova,https://athletes.aidainternational.org/Profile-00000000-0000-0000-0000-0000000002e2,not_found,not_found
STA,Molchanova Natalia,RU,7:16,8/27/2005,1st AIDA Individual Pool World Freediving Championship,Women,https://en.wikipedia.org/wiki/Natalia_Molchanova,https://athletes.aidainternational.org/Profile-00000000-0000-0000-0000-0000000002e2,not_found,not_found
STA,Ericson Lotta,SE,6:31,6/14/2004,BIOS Freeology Open Classic 2004,Women,None,https://athletes.aidainternational.org/Profile-c6267891-0899-475f-9904-46b21c2d8484,not_found,not_found
STA,Edwards Annabel,US,6:21,11/13/2003,WR Attempt - EDWARDS Annabel (STA),Women,None,https://athletes.aidainternational.org/Profile-00000000-0000-0000-0000-00000000083a,not_found,not_found
STA,Cruickshank Mandy-Rae,CA,6:16,5/23/2002,WR Attempt - Mandy Rae Cruickshank STA,Women,https://en.wikipedia.org/wiki/Mandy-Rae_Cruickshank,https://athletes.aidainternational.org/Profile-00000000-0000-0000-0000-000000000069,not_found,not_found
STA,Meyer Karoline,BR,6:02,7/27/1999,WR Attempt - MEYER Karol (STA),Women,https://en.wikipedia.org/wiki/Karol_Meyer,https://athletes.aidainternational.org/Profile-7bf32cf3-005b-4870-868b-dd794e3f42ab,not_found,not_found
STA,Meyer Karoline,BR,5:49,6/18/1999,WR Attempt - MEYER Karol (STA),Women,https://en.wikipedia.org/wiki/Karol_Meyer,https://athletes.aidainternational.org/Profile-7bf32cf3-005b-4870-868b-dd794e3f42ab,not_found,not_found
STA,Delomenede Corinne,FR,5:23,5/12/1998,WR Attempt - DELOMENEDE Corinne (STA),Women,None,https://athletes.aidainternational.org/Profile-00000000-0000-0000-0000-000000000e08,not_found,not_found
DYNB,Kardasevic Mirela,HR,208,3/7/2019,Russian Open pool Championship 2019 in honor of Natalia Molchanova,Women,None,https://athletes.aidainternational.org/Profile-db975655-940b-49a0-b35b-02c289a09009,not_found,not_found
DYNB,Lijic Lidija,HR,186,2/23/2019,13th Serbian Open Freediving Championship - Belgrade 2019,Women,None,https://athletes.aidainternational.org/Profile-00000000-0000-0000-0000-00000000054a,not_found,not_found
NLT,Streeter Tanya,US,160,8/17/2002,WR Attempt - Tanya STREETER NLT,Women,https://en.wikipedia.org/wiki/Tanya_Streeter,https://athletes.aidainternational.org/Profile-00000000-0000-0000-0000-00000000009a,Tanya Streeter AIDA freediving World Record no limits 160m 17.08.2002,https://www.youtube.com/watch?v=gvcAa4VJDQU
NLT,Cruickshank Mandy-Rae,CA,136,9/23/2001,WR Attempt - CRUICKSHANK Mandy-Rae (NLT),Women,https://en.wikipedia.org/wiki/Mandy-Rae_Cruickshank,https://athletes.aidainternational.org/Profile-00000000-0000-0000-0000-000000000069,not_found,not_found
NLT,Mestre Audrey,FR,130,5/19/2001,WR Attempt - MESTRE Aurdery (NLT),Women,https://en.wikipedia.org/wiki/Audrey_Mestre,https://athletes.aidainternational.org/Profile-00000000-0000-0000-0000-000000000e0b,not_found,not_found
NLT,Andollo Deborah,CU,110,5/11/1996,WR Attempt - ANDOLLO Deborah (NLT),Women,https://en.wikipedia.org/wiki/Deborah_Andollo,https://athletes.aidainternational.org/Profile-00000000-0000-0000-0000-000000000e05,not_found,not_found
VWT,Van Den Broek Nanja,NL,130,10/18/2015,130m2015-10-18 on,Women,https://en.wikipedia.org/wiki/Nanja_van_den_Broek,https://athletes.aidainternational.org/Profile-00000000-0000-0000-0000-000000000087,Nanja van den Broek World Record freediving Variable Weight -130 mtr,https://www.youtube.com/watch?v=OwETZ73aS2A
VWT,Pompe Annelie,SE,126,10/2/2010,WR Attempt - Annelie POMPE (VWT),Women,https://en.wikipedia.org/wiki/Annelie_Pompe,https://athletes.aidainternational.org/Profile-00000000-0000-0000-0000-000000000545,Annelie Pompe Variable World Record 126 meters,https://www.youtube.com/watch?v=ZF2vtsxSdm0
